Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Tiny_URL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
f37xs.app.link,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
wavesetholdings.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
dameidaijia.com,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,1
sattvagroupexotic.in,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
fesondeby.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
castromonitoramento.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
ziptopia53.com,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1
mootah-medical.com,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
obixpdf.sa7o.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
stereovision.biz,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
electroopticalcomp.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
am-t.by,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1
exler-karosserie.at,0,0,0,4,0,0,0,1,0,1,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
livenmitac-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,0,0,0,1,0,1
wavesetholdings.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
detes.sk,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
kirkwoodbowlfoundation.org,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,1,1
saliha.imlkwt.com,0,0,1,6,0,0,1,0,0,1,1,1,0,0,1,0,1
vixas.atwebpages.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
housefullfilms.com,0,0,1,5,0,0,0,0,0,1,0,1,1,0,1,0,1
hentech.com.hk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
donslan.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
vicariapastoralgdl.org,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
locksmail.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1
pedacinhodefriburgo.com.br,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
motorradclubbergamo.it,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
grupprontalgaming.25u.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
mission2freedom.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
alquileres.com.py,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
igrzyskasto.pl,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
theapple-tech.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
especialmentemaes.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1
poonammishra.in,0,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0,1
mail01.tinyletterapp.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,1
locksmail.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
kandbmoldedproducts.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
sardineroabogados.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
uncommoncbd.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
lagelijundiai.com.br,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
camadanyapimalzemeleri.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
elpla.pl,0,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0,1
comunitaefamiglia.org,0,0,1,7,0,0,0,0,0,1,1,1,1,0,1,0,1
barbarahennelly.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1
upd-medlav.net,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
theingredients.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
bet365cp.net,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
butlercourse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
turkmcse.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
dehkadenovin.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
autorizador5.com.br,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
eevee.tv,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
itacardacesso.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
dreamhouse.in.th,0,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,1
assicuriamoci.net,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
tokokainbandung.com,0,0,1,10,0,0,0,0,0,1,0,1,0,1,1,0,1
greenowladvisers.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
lyonpress.com.br,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
martazancanaro.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
lagelijundiai.com.br,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
gooyatoronto.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
metrological-focus.000webhostapp.com,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
labyrinthtanning.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
zonasegurobetabcp.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
zrq2y.weblium.site,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
youngil.co.kr,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
hm-onlineapplication.ga,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
videosfacebook.today,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
etecindsvc.com,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
center302.team,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
3.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
intesagruppoisp-web.000webhostapp.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
wildpridesafaris.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1
sriutamahub.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
accurate-engineers.in,0,0,1,3,0,0,0,1,0,1,0,0,0,0,1,0,1
appleid.apple.com.secured-login-recuperation-id.world,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
grupocamco.cl,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
kidms.com,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
paypalp.ontraport.com,0,0,1,12,0,0,1,0,1,1,1,1,0,0,1,0,1
bethesdaalur.org,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
inconfis.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
se-connecter.net,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
mariavandana.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
adtekz.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
exodus.io98741.ml,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
willingcartworthsupplies.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ugaflix.com,0,0,0,4,0,0,1,0,0,1,0,1,0,0,1,0,1
beetleart.com.tr,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,1
flavena.co.rs,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
bly-socks.com.ua,0,0,1,6,0,0,0,1,0,0,1,1,0,0,1,0,1
chad-moore.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
inversionesgini.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
samducksports.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1
edhs85.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
utffunds.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
group.agriparts.kz,0,1,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
momos-ambachtelijkeijs.nl,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
suspended-profiles.blogspot.com,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
testing-adjusting-balancing.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
mncelektronik.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,1,1,0,1,0,1
houseoftiresbcs.com,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
funetwork.tv,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
paypal.ping0n.vip,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
176.119.1.180,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
b.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,0,0,1,0,1
tsdesignstudio.net,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1,1
balitransithotel.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
ebay.de.phodo.vn,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
maersklinesllc.dx.am,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
weddenoptennis.be,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
hideuri.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
donslan.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
posb-ibanking-demo.herokuapp.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
stanshoes.com.ng,0,0,1,2,0,0,0,0,0,1,1,0,1,1,1,1,1
webfiddle.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
fluteguards.nn.r.appspot.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
lowcy-nagrod.pl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
jaggaauto.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
3jba.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,1
celsahiinc.000webhostapp.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
recovery-support.u718573rwk.ha004.t.justns.ru,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
akilili.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
e-grupobancolombia.com.co,0,0,1,2,0,0,0,1,0,1,0,0,1,1,1,1,1
bcpzonasegurabeta.viabcp.com.entrepreneur.pe,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
csgoxskin.com,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1
bnkrealestate.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,1,0,1,0,1
dataforce.co.uk,0,1,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
53.com-id9533371.thoughtoholics.net,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
sixpointpartners-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,0,0,1,0,1
profinishmi.com,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
groupabamcolombiaweb.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
solutionschiro.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
fareast.qa,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1
vcita.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
art-sticker.fr,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1
planwise.co.za,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
netflixloginhelp.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,1,0,1,0,1
stress-depression-therapy.com,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
ye4.hislult.com,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
mackinn.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1
helife.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
c1781279.ferozo.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
rusnod.ru,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,1,1,0,1,0,1
iscbankofamerica.net,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
viveromonteverde.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1
halestelevision.co.uk,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
heryerdenoyna.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
stolizaparketa.ru,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
currosat.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,1
asabagreen.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
kaizenpak.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
fotoblad.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
wonderpillars.in,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
gwisalltrack.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1
imagephoto-video.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1
decaturilbgc.com,0,0,1,8,0,0,0,0,0,1,0,1,0,1,1,0,1
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
zbavit.live,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
dbs.rewardgateway.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
dipelnet.com.br,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1
drjbsclinic.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
fislasdelrosario.org,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
storage.googleapis.com,0,1,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1
psicoinspire.com.br,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
betasuus1.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
lmsanimation.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
three.co.uk.session-id-jnwij293i8977dsn55688hga8669nd194jaj0ap889.dashbuy.rw,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
disq.us,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
quickzone53.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
teat09.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
kanakapolymers.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
pnrm.jp,0,0,1,11,0,0,0,0,0,0,0,1,0,0,1,0,1
surveyheart.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
securesquared.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
a-onetraders.com,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
lankeshpatrike.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
turkmcse.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
servparaferro.com.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
paypal-rimborso.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
ethioab.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
orgogenlabs.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
wisegeek.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
kinemind.com,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,1
kbagro.co.th,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
wezcollege.edu.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
wdestaques14.comprehojeegarante.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
googlefoundation.somee.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
s.id,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
personalpiscinas.net.br,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
tmjdiscountbooks.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
sparkpassedecom.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
peru.payulatam.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
coloradopoolcovers.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
revente-materiel.com,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1
hitekscaffolding.co.uk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
cutt.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
projecthal.info,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
csgohoned.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
prettanike.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
haileydemarrephotography.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
ftp.kreijkesafbouw.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
adleer-ad.com,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
nandiy.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
lender.testing.santander.poweredbydivido.com:443,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1
pdfgusdf.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
trydent.org,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,1,1
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
izzylogz.nn.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
midyatmimaritas.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
services.runescape.com-mx.ru,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
918621521.live,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
decifra.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
m5wx.com,0,0,1,6,0,0,1,0,0,1,0,1,0,0,1,0,1
u718633rwt.ha004.t.justns.ru,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1
desbloqueio-online.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
lntrealtly-seawoods.co.in,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
bgmedia.at,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
snoweco.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
ruasepicas.pt,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
showmore.a3579.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
bradisk.joomla.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
grupwhatsappadult.zyns.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
greenpoint.art.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
theoutlet66mall.com,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
icipedudu-my.sharepoint.com,0,0,1,7,0,0,1,1,0,0,1,1,0,0,1,0,1
pay-pai-securty-verifyi-accunt-cmd.agr.ng,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
ou-parvenec.com,0,1,1,4,0,0,0,1,0,1,1,0,0,0,1,0,1
atefnet.com,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1
johnbarclay.ca,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1
tsuzuki.co.id,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
db.mailtrackpro.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
online-microsofts.dns.navy,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,1
payment-isuessglobal.doncasterservicecentre.com.au,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1
artg.placeof.space,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,1
alaskanmalamute.us,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
gabergamez.cloudaccess.host,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
envirodrilling.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
redeabreu.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
accountsnat-west.com,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
wuarface.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
grupdewasa18.whatsappp.my.id,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
dhlaexpdeliver.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
j-noordeloos-regenesis-therapeut.nl,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
vkotankte.hop.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
summa.cash.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
linea1s.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
kukubun.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
yougotcustomers.in,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
lawyer.theappideas.in,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
restaurantelabarquita.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
olampicoer.blogspot.com,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,0,1
blubrown.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
w3stco.com,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
caspianglobalservices.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
oaep.diw.go.th,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1
verified-paxful.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
accurate-engineers.in,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
deshstore.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
coxadminhometeam.moonfruit.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
67.211.218.74,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
35.188.36.185,1,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
vanillacheckcard.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
distrokid.email,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
whatsapp-join.zyns.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
wellingtoncloud-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
arturana.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
kaizenpak.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
wdestaques11.em-qualquer-lugar.shop,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1,1
de2f.totalh.net,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
khoutiboxer.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
storage.googleapis.com,0,1,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
po.do,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
megeofhedt.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1
caixa.gov.informativo.cx,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
oilsmarketingmastery.xyz,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1
yoho.com.tw,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,1,1
primaci.org,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
sriutamahub.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
itsallaboutthetubmans.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
alergiaalpolen.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
cobrodesa.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
barogaleria.com,0,1,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
fsjames.ca,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
novageracaotransportes.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
wuarface.ru:443,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
